"Distancía absoluta [m]
01/01/2020",Número de soldadura,SMYS [psi],Diámetro [mm],Espesor [mm],Elevación [m],Latitud[º] / Este,Longitud [º]/ Norte,Feature typev (don't incude blank),Inclinación - Pitch [grados] - desde Extraer GW - Interpolar,Azimuth - [Grados] - desde Extraer GW - Interpolar,Distancia de Registro [km],Presión de diseño [psi],Presió Interpolada [psi] (desde colmna K),PK [km],Perfil de presión operativa [psi],Distancia de registro perfil operativo [m]
40815.95,37460,52000,273.0,7.1,1739.978,1171911.634,826411.805,GW,,,408.1595,1948.0,1484.0,,,
40826.665,37470,52000,273.0,7.1,1739.19,1171902.697,826417.625,GW,,,408.26665,1948.0,1484.0,,,
40836.467,37480,52000,273.0,7.1,1738.159,1171894.61,826423.028,GW,,,408.36467,1948.0,1485.0,,,
40837.963,37490,52000,273.0,7.1,1737.956,1171893.376,826423.846,GW,,,408.37963,1948.0,1485.0,,,
40849.325,37500,52000,273.0,7.1,1737.25,1171883.905,826430.022,GW,,,408.49325,1948.0,1486.0,,,
40861.572,37510,52000,273.0,7.1,1737.132,1171873.691,826436.726,GW,,,408.61572,1948.0,1486.0,,,
40873.856,37520,52000,273.0,7.1,1735.819,1171863.521,826443.309,GW,,,408.73856,1948.0,1487.0,,,
40886.037,37530,52000,273.0,7.1,1734.923,1171853.52,826449.771,GW,,,408.86037,1948.0,1488.0,,,
40898.32,37540,52000,273.0,7.1,1735.961,1171843.842,826457.132,GW,,,408.9832,1948.0,1489.0,,,
40910.571,37550,52000,273.0,7.1,1736.505,1171834.098,826464.48,GW,,,409.10571000000004,1948.0,1489.0,,,
40922.08,37560,52000,273.0,7.1,1737.089,1171825.266,826471.779,GW,,,409.2208,1948.0,1490.0,,,
40933.484,37570,52000,273.0,7.1,1737.659,1171818.916,826481.092,GW,,,409.33484,1948.0,1491.0,,,
40944.129,37580,52000,273.0,7.1,1738.176,1171813.24,826490.038,GW,,,409.44129,1948.0,1491.0,,,
40955.258,37590,52000,273.0,7.1,1739.483,1171806.75,826498.925,GW,,,409.55258000000003,1948.0,1492.0,,,
40961.237,37600,52000,273.0,7.1,1740.917,1171803.605,826503.772,GW,,,409.61237,1948.0,1492.0,,,
40972.182,37610,52000,273.0,7.1,1743.243,1171797.766,826512.653,GW,,,409.72182,1948.0,1493.0,,,
40983.986,37620,52000,273.0,7.1,1742.295,1171791.401,826522.457,GW,,,409.83986,1948.0,1494.0,,,
40990.072,37630,52000,273.0,7.1,1740.846,1171788.221,826527.426,GW,,,409.90072,1948.0,1494.0,,,
41002.286,37640,52000,273.0,7.1,1737.14,1171782.044,826537.278,GW,,,410.02286,1948.0,1495.0,,,
41013.649,37650,52000,273.0,7.1,1734.622,1171775.919,826546.472,GW,,,410.13649,1948.0,1496.0,,,
41025.857,37660,52000,273.0,7.1,1735.164,1171769.062,826556.33,GW,,,410.25857,1948.0,1496.0,,,
41038.134,37670,52000,273.0,7.1,1737.398,1171762.281,826566.206,GW,,,410.38133999999997,1948.0,1497.0,,,
41049.349,37680,52000,273.0,7.1,1737.606,1171755.896,826575.389,GW,,,410.49349,1948.0,1498.0,,,
41055.329,37690,52000,273.0,7.1,1737.892,1171752.547,826580.315,GW,,,410.55329,1948.0,1498.0,,,
41067.464,37700,52000,273.0,7.1,1738.179,1171745.718,826590.3,GW,,,410.67464,1948.0,1496.0,,,
41075.43,37710,52000,273.0,7.1,1737.769,1171741.267,826596.871,GW,,,410.7543,1948.0,1495.0,,,
41083.43,37720,52000,273.0,7.1,1737.15,1171736.812,826603.465,GW,,,410.8343,1948.0,1493.0,,,
41090.488,37730,52000,273.0,7.1,1736.415,1171732.857,826609.249,GW,,,410.90488,1948.0,1491.0,,,
41102.709,37740,52000,273.0,7.1,1734.054,1171726.237,826619.208,GW,,,411.02709000000004,1948.0,1489.0,,,
41112.337,37750,52000,273.0,7.1,1733.441,1171720.875,826627.042,GW,,,411.12337,1948.0,1486.0,,,
41122.944,37760,52000,273.0,7.1,1734.143,1171714.781,826635.638,GW,,,411.22944,1948.0,1484.0,,,
41126.852,37770,52000,273.0,7.1,1734.187,1171712.597,826638.868,GW,,,411.26851999999997,1948.0,1483.0,,,
41137.816,37780,52000,273.0,7.1,1733.215,1171708.888,826648.944,GW,,,411.37816,1948.0,1481.0,,,
41140.074,37790,52000,273.0,7.1,1732.888,1171708.627,826651.16,GW,,,411.40074,1948.0,1480.0,,,
41150.941,37800,52000,273.0,7.1,1731.128,1171707.27,826661.775,GW,,,411.50941,1948.0,1478.0,,,
41162.969,37810,52000,273.0,7.1,1727.522,1171705.83,826673.13,GW,,,411.62969,1948.0,1475.0,,,
41166.129,37820,52000,273.0,7.1,1726.456,1171705.46,826676.08,GW,,,411.66129,1948.0,1474.0,,,
41167.154,37830,52000,273.0,7.1,1726.112,1171705.337,826677.035,GW,,,411.67154000000005,1948.0,1474.0,,,
41179.417,37840,52000,273.0,7.1,1721.648,1171703.009,826688.194,GW,,,411.79417,1948.0,1471.0,,,
41191.612,37850,52000,273.0,7.1,1716.242,1171698.996,826698.302,GW,,,411.91612000000003,1948.0,1469.0,,,
41203.315,37860,52000,273.0,7.1,1710.005,1171694.105,826706.925,GW,,,412.03315000000003,1948.0,1466.0,,,
41215.603,37870,52000,273.0,7.1,1706.95,1171685.084,826713.886,GW,,,412.15603000000004,1948.0,1463.0,,,
41222.205,37880,52000,273.0,7.1,1707.168,1171678.942,826716.248,GW,,,412.22205,1948.0,1462.0,,,
41233.134,37890,52000,273.0,7.1,1709.829,1171669.217,826719.998,GW,,,412.33133999999995,1948.0,1459.0,,,
41237.352,37900,52000,273.0,7.1,1711.985,1171665.827,826721.212,GW,,,412.37352,1948.0,1458.0,,,
41247.977,37910,52000,273.0,7.1,1718.292,1171657.837,826724.005,GW,,,412.47977,1948.0,1456.0,,,
41256.632,37920,52000,273.0,7.1,1723.782,1171651.586,826726.238,GW,,,412.56631999999996,1948.0,1454.0,,,
41263.811,37930,52000,273.0,7.1,1728.361,1171646.424,826728.094,GW,,,412.63811000000004,1948.0,1453.0,,,
41271.866,37940,52000,273.0,7.1,1733.78,1171640.874,826730.115,GW,,,412.71866,1948.0,1451.0,,,
41284.077,37950,52000,273.0,7.1,1738.573,1171631.311,826734.838,GW,,,412.84076999999996,1948.0,1448.0,,,
41292.396,37960,52000,273.0,7.1,1739.729,1171624.277,826739.05,GW,,,412.92396,1948.0,1446.0,,,
41299.262,37970,52000,273.0,7.1,1740.861,1171618.523,826742.577,GW,,,412.99262000000004,1948.0,1445.0,,,
41311.543,37980,52000,273.0,7.1,1744.252,1171607.938,826747.314,GW,,,413.11543,1948.0,1442.0,,,
41315.076,37990,52000,273.0,7.1,1745.789,1171604.855,826748.027,GW,,,413.15076,1948.0,1441.0,,,
41326.708,38000,52000,273.0,7.1,1750.733,1171594.465,826749.028,GW,,,413.26707999999996,1948.0,1439.0,,,
41338.95,38010,52000,273.0,7.1,1755.052,1171583.172,826747.68,GW,,,413.3895,1948.0,1436.0,,,
41350.681,38020,52000,273.0,7.1,1758.895,1171572.394,826745.309,GW,,,413.50681,1948.0,1433.0,,,
41362.498,38030,52000,273.0,7.1,1762.118,1171561.368,826742.753,GW,,,413.62498,1948.0,1431.0,,,
41374.763,38040,52000,273.0,7.1,1764.523,1171549.721,826739.933,GW,,,413.74763,1948.0,1428.0,,,
41387.007,38050,52000,273.0,7.1,1766.159,1171537.953,826737.155,GW,,,413.87007,1948.0,1425.0,,,
41398.999,38060,52000,273.0,7.1,1767.372,1171526.374,826734.435,GW,,,413.98999000000003,1948.0,1422.0,,,
41410.007,38070,52000,273.0,7.1,1768.767,1171515.776,826731.952,GW,,,414.10006999999996,1948.0,1420.0,,,
41421.742,38080,52000,273.0,7.1,1771.439,1171504.76,826729.355,GW,,,414.21742,1948.0,1417.0,,,
41424.797,38090,52000,273.0,7.1,1772.748,1171502.089,826728.71,GW,,,414.24797,1948.0,1417.0,,,
41437.046,38100,52000,273.0,7.1,1777.724,1171491.263,826726.122,GW,,,414.37046000000004,1948.0,1414.0,,,
41439.901,38110,52000,273.0,7.1,1778.752,1171488.68,826725.52,GW,,,414.39901,1948.0,1413.0,,,
41452.193,38120,52000,273.0,7.1,1782.648,1171477.648,826722.061,GW,,,414.52193,1948.0,1411.0,,,
41461.347,38130,52000,273.0,7.1,1783.965,1171470.052,826717.254,GW,,,414.61347,1948.0,1408.0,,,
41469.539,38140,52000,273.0,7.1,1784.499,1171463.883,826711.931,GW,,,414.69539,1948.0,1407.0,,,
41480.285,38150,52000,273.0,7.1,1785.146,1171455.886,826704.829,GW,,,414.80285000000003,1948.0,1404.0,,,
41492.526,38160,52000,273.0,7.1,1786.089,1171446.122,826697.599,GW,,,414.92526,1948.0,1402.0,,,
41504.517,38170,52000,273.0,7.1,1787.433,1171435.933,826691.497,GW,,,415.04517,1948.0,1399.0,,,
41516.789,38180,52000,273.0,7.1,1788.996,1171425.454,826685.377,GW,,,415.16788999999994,1948.0,1396.0,,,
41529.047,38190,52000,273.0,7.1,1790.456,1171415.978,826677.979,GW,,,415.29046999999997,1948.0,1393.0,,,
41541.288,38200,52000,273.0,7.1,1792.059,1171408.336,826668.611,GW,,,415.41288000000003,1948.0,1391.0,,,
41553.539,38210,52000,273.0,7.1,1792.949,1171399.362,826660.434,GW,,,415.53538999999995,1948.0,1388.0,,,
41564.019,38220,52000,273.0,7.1,1793.472,1171390.889,826654.339,GW,,,415.64019,1948.0,1386.0,,,
41574.971,38230,52000,273.0,7.1,1794.178,1171381.694,826648.521,GW,,,415.74971,1948.0,1383.0,,,
41586.979,38240,52000,273.0,7.1,1794.745,1171370.541,826644.375,GW,,,415.86978999999997,1948.0,1380.0,,,
41599.212,38250,52000,273.0,7.1,1795.225,1171358.477,826642.784,GW,,,415.99212,1948.0,1378.0,,,
41611.475,38260,52000,273.0,7.1,1795.687,1171346.277,826642.492,GW,,,416.11474999999996,1948.0,1375.0,,,
41619.852,38270,52000,273.0,7.1,1796.6,1171337.977,826642.394,GW,,,416.19852,1948.0,1375.0,,,
41632.111,38280,52000,273.0,7.1,1797.667,1171325.8,826642.306,GW,,,416.32111,1948.0,1374.0,,,
41644.357,38290,52000,273.0,7.1,1799.338,1171313.71,826642.195,GW,,,416.44357,1948.0,1372.0,,,
41656.556,38300,52000,273.0,7.1,1801.662,1171301.784,826641.935,GW,,,416.56555999999995,1948.0,1371.0,,,
41668.797,38310,52000,273.0,7.1,1804.665,1171289.967,826641.641,GW,,,416.68797,1948.0,1369.0,,,
41681.046,38320,52000,273.0,7.1,1807.772,1171278.413,826639.669,GW,,,416.81046000000003,1948.0,1367.0,,,
41692.959,38330,52000,273.0,7.1,1810.438,1171268.209,826634.322,GW,,,416.92959,1948.0,1365.0,,,
41705.237,38340,52000,273.0,7.1,1812.825,1171259.294,826626.379,GW,,,417.05237,1948.0,1364.0,,,
41717.46,38350,52000,273.0,7.1,1814.991,1171251.735,826617.073,GW,,,417.1746,1948.0,1362.0,,,
41729.166,38360,52000,273.0,7.1,1816.722,1171244.423,826608.145,GW,,,417.29166,1948.0,1360.0,,,
41741.418,38370,52000,273.0,7.1,1818.739,1171236.714,826598.891,GW,,,417.41418,1948.0,1359.0,,,
41753.399,38380,52000,273.0,7.1,1820.621,1171229.079,826589.902,GW,,,417.53398999999996,1948.0,1357.0,,,
41765.415,38390,52000,273.0,7.1,1822.432,1171221.395,826580.895,GW,,,417.65415,1948.0,1355.0,,,
41777.351,38400,52000,273.0,7.1,1823.136,1171213.713,826571.84,GW,,,417.77351000000004,1948.0,1354.0,,,
41789.593,38410,52000,273.0,7.1,1822.741,1171205.828,826562.524,GW,,,417.89593,1948.0,1352.0,,,
41801.822,38420,52000,273.0,7.1,1822.783,1171197.98,826553.192,GW,,,418.01822,1948.0,1350.0,,,
41814.081,38430,52000,273.0,7.1,1823.359,1171190.11,826543.854,GW,,,418.14081,1948.0,1348.0,,,
41826.079,38440,52000,273.0,7.1,1824.337,1171182.449,826534.717,GW,,,418.26079,1948.0,1347.0,,,
41837.143,38450,52000,273.0,7.1,1825.558,1171175.422,826526.303,GW,,,418.37143,1948.0,1345.0,,,
41848.678,38460,52000,273.0,7.1,1826.855,1171167.885,826517.717,GW,,,418.48678,1948.0,1343.0,,,
41860.914,38470,52000,273.0,7.1,1828.244,1171158.943,826509.595,GW,,,418.60913999999997,1948.0,1342.0,,,
41872.946,38480,52000,273.0,7.1,1829.76,1171149.125,826502.874,GW,,,418.72946,1948.0,1340.0,,,
41885.188,38490,52000,273.0,7.1,1831.151,1171139.05,826496.129,GW,,,418.85188,1948.0,1338.0,,,
41897.393,38500,52000,273.0,7.1,1832.321,1171128.954,826489.433,GW,,,418.97392999999994,1948.0,1336.0,,,
41909.636,38510,52000,273.0,7.1,1833.417,1171118.831,826482.701,GW,,,419.09636,1948.0,1335.0,,,
41921.863,38520,52000,273.0,7.1,1834.734,1171108.758,826475.963,GW,,,419.21862999999996,1948.0,1333.0,,,
41933.502,38530,52000,273.0,7.1,1836.038,1171099.128,826469.619,GW,,,419.33502,1948.0,1331.0,,,
41945.072,38540,52000,273.0,7.1,1837.522,1171089.629,826463.246,GW,,,419.45072,1948.0,1330.0,,,
41956.257,38550,52000,273.0,7.1,1839.005,1171080.572,826456.913,GW,,,419.56257,1948.0,1328.0,,,
41966.86,38560,52000,273.0,7.1,1840.441,1171072.064,826450.809,GW,,,419.6686,1948.0,1327.0,,,
41977.082,38570,52000,273.0,7.1,1841.644,1171063.839,826444.914,GW,,,419.77082,1948.0,1325.0,,,
41988.07,38580,52000,273.0,7.1,1842.981,1171054.944,826438.664,GW,,,419.8807,1948.0,1324.0,,,
41994.112,38590,52000,273.0,7.1,1843.837,1171049.951,826435.403,GW,,,419.94112,1948.0,1323.0,,,
42006.364,38600,52000,273.0,7.1,1846.22,1171039.878,826428.947,GW,,,420.06364,1948.0,1321.0,,,
42007.452,38610,52000,273.0,7.1,1846.481,1171038.986,826428.388,GW,,,420.07451999999995,1948.0,1321.0,,,
42018.98,38620,52000,273.0,7.1,1849.264,1171029.475,826422.576,GW,,,420.18980000000005,1948.0,1319.0,,,
42031.203,38630,52000,273.0,7.1,1852.62,1171019.447,826416.574,GW,,,420.31203,1948.0,1318.0,,,
42036.181,38640,52000,273.0,7.1,1854.449,1171015.484,826414.222,GW,,,420.36181,1948.0,1317.0,,,
42048.081,38650,52000,273.0,7.1,1857.985,1171005.503,826408.944,GW,,,420.48080999999996,1948.0,1315.0,,,
42060.311,38660,52000,273.0,7.1,1860.392,1170994.685,826403.87,GW,,,420.60311,1948.0,1313.0,,,
42072.553,38670,52000,273.0,7.1,1862.476,1170983.801,826398.764,GW,,,420.72553,1948.0,1312.0,,,
42084.255,38680,52000,273.0,7.1,1864.24,1170973.39,826393.812,GW,,,420.84254999999996,1948.0,1310.0,,,
42095.304,38690,52000,273.0,7.1,1865.673,1170963.437,826389.314,GW,,,420.95304,1948.0,1308.0,,,
42107.529,38700,52000,273.0,7.1,1867.21,1170952.122,826385.084,GW,,,421.07529,1948.0,1307.0,,,
42119.755,38710,52000,273.0,7.1,1868.752,1170940.465,826381.908,GW,,,421.19755,1948.0,1305.0,,,
42131.937,38720,52000,273.0,7.1,1870.394,1170928.601,826380.012,GW,,,421.31937,1948.0,1303.0,,,
42144.156,38730,52000,273.0,7.1,1871.591,1170916.511,826380.432,GW,,,421.44156000000004,1948.0,1302.0,,,
42156.12,38740,52000,273.0,7.1,1871.789,1170904.64,826381.569,GW,,,421.56120000000004,1948.0,1300.0,,,
42168.373,38750,52000,273.0,7.1,1871.647,1170892.463,826382.533,GW,,,421.68372999999997,1948.0,1298.0,,,
42180.634,38760,52000,273.0,7.1,1872.691,1170880.333,826383.573,GW,,,421.80634,1948.0,1296.0,,,
42192.638,38770,52000,273.0,7.1,1874.391,1170868.552,826384.788,GW,,,421.92638,1948.0,1295.0,,,
42204.887,38780,52000,273.0,7.1,1876.407,1170856.585,826386.125,GW,,,422.04887,1948.0,1293.0,,,
42217.099,38790,52000,273.0,7.1,1878.033,1170844.524,826386.796,GW,,,422.17099,1948.0,1292.0,,,
42229.065,38800,52000,273.0,7.1,1879.39,1170832.659,826386.459,GW,,,422.29065,1948.0,1293.0,,,
42241.298,38810,52000,273.0,7.1,1881.199,1170820.597,826385.824,GW,,,422.41298,1948.0,1296.0,,,
42242.539,38820,52000,273.0,7.1,1881.387,1170819.374,826385.76,GW,,,422.42539,1948.0,1296.0,,,
42253.668,38830,52000,273.0,7.1,1882.958,1170808.39,826385.122,GW,,,422.53668,1948.0,1299.0,,,
42265.901,38840,52000,273.0,7.1,1884.264,1170796.266,826384.383,GW,,,422.65900999999997,1948.0,1302.0,,,
42278.149,38850,52000,273.0,7.1,1885.505,1170784.109,826383.9,GW,,,422.78148999999996,1948.0,1306.0,,,
42290.15,38860,52000,273.0,7.1,1886.738,1170772.195,826384.26,GW,,,422.9015,1948.0,1309.0,,,
42301.826,38870,52000,273.0,7.1,1888.516,1170760.795,826385.842,GW,,,423.01826,1948.0,1312.0,,,
42313.529,38880,52000,273.0,7.1,1889.832,1170749.348,826387.654,GW,,,423.13529,1948.0,1315.0,,,
42325.331,38890,52000,273.0,7.1,1890.018,1170737.667,826389.231,GW,,,423.25331,1948.0,1318.0,,,
42337.032,38900,52000,273.0,7.1,1891.057,1170726.218,826391.256,GW,,,423.37032,1948.0,1321.0,,,
42346.098,38910,52000,273.0,7.1,1892.858,1170717.563,826393.166,GW,,,423.46098,1948.0,1323.0,,,
42356.485,38920,52000,273.0,7.1,1895.751,1170707.87,826395.447,GW,,,423.56485,1948.0,1326.0,,,
42368.504,38930,52000,273.0,7.1,1898.373,1170696.605,826398.573,GW,,,423.68504,1948.0,1329.0,,,
42380.534,38940,52000,273.0,7.1,1899.704,1170685.234,826402.212,GW,,,423.80534,1948.0,1332.0,,,
42391.442,38950,52000,273.0,7.1,1900.242,1170674.793,826405.224,GW,,,423.91442,1948.0,1335.0,,,
42403.699,38960,52000,273.0,7.1,1899.078,1170662.755,826406.982,GW,,,424.03699,1948.0,1338.0,,,
42415.428,38970,52000,273.0,7.1,1897.493,1170651.175,826407.876,GW,,,424.15427999999997,1948.0,1341.0,,,
42425.399,38980,52000,273.0,7.1,1896.374,1170641.309,826408.693,GW,,,424.25399,1948.0,1344.0,,,
42437.003,38990,52000,273.0,7.1,1895.318,1170630.309,826411.758,GW,,,424.37003,1948.0,1347.0,,,
42449.311,39000,52000,273.0,7.1,1893.168,1170622.621,826420.596,GW,,,424.49311,1948.0,1350.0,,,
42451.941,39010,52000,273.0,7.1,1892.419,1170621.722,826422.953,GW,,,424.51941,1948.0,1351.0,,,
42464.215,39020,52000,273.0,7.1,1887.951,1170617.873,826433.704,GW,,,424.64214999999996,1948.0,1354.0,,,
42475.316,39030,52000,273.0,7.1,1882.273,1170614.991,826442.776,GW,,,424.75316,1948.0,1357.0,,,
42484.795,39040,52000,273.0,7.1,1876.504,1170612.71,826449.955,GW,,,424.84794999999997,1948.0,1359.0,,,
42497.043,39050,52000,273.0,7.1,1869.165,1170609.596,826459.272,GW,,,424.97042999999996,1948.0,1362.0,,,
42509.243,39060,52000,273.0,7.1,1864.92,1170606.07,826469.974,GW,,,425.09243000000004,1948.0,1365.0,,,
42510.399,39070,52000,273.0,7.1,1864.779,1170605.722,826471.066,GW,,,425.10398999999995,1948.0,1366.0,,,
42522.178,39080,52000,273.0,7.1,1861.775,1170602.23,826481.864,GW,,,425.22178,1948.0,1369.0,,,
42527.382,39090,52000,273.0,7.1,1859.822,1170600.823,826486.479,GW,,,425.27382,1948.0,1370.0,,,
42538.157,39100,52000,273.0,7.1,1856.214,1170598.231,826496.288,GW,,,425.38157,1948.0,1373.0,,,
42542.447,39110,52000,273.0,7.1,1855.04,1170597.263,826500.301,GW,,,425.42447,1948.0,1374.0,,,
42553.233,39120,52000,273.0,7.1,1852.382,1170594.183,826510.277,GW,,,425.53233,1948.0,1377.0,,,
42564.949,39130,52000,273.0,7.1,1850.361,1170590.924,826521.334,GW,,,425.64949,1948.0,1376.0,,,
42576.961,39140,52000,273.0,7.1,1849.327,1170589.111,826533.136,GW,,,425.76961000000006,1948.0,1373.0,,,
42588.705,39150,52000,273.0,7.1,1848.065,1170587.127,826544.591,GW,,,425.88705000000004,1948.0,1371.0,,,
42600.967,39160,52000,273.0,7.1,1845.554,1170582.197,826555.479,GW,,,426.00966999999997,1948.0,1368.0,,,
42613.24,39170,52000,273.0,7.1,1842.996,1170574.295,826564.399,GW,,,426.13239999999996,1948.0,1365.0,,,
42625.496,39180,52000,273.0,7.1,1839.85,1170564.229,826570.541,GW,,,426.25496,1948.0,1363.0,,,
42637.744,39190,52000,273.0,7.1,1836.946,1170553.139,826574.807,GW,,,426.37744,1948.0,1360.0,,,
42649.988,39200,52000,273.0,7.1,1834.863,1170541.493,826577.816,GW,,,426.49987999999996,1948.0,1357.0,,,
42662.249,39210,52000,273.0,7.1,1832.586,1170529.588,826579.63,GW,,,426.62249,1948.0,1355.0,,,
42674.514,39220,52000,273.0,7.1,1830.025,1170517.753,826581.55,GW,,,426.74514000000005,1948.0,1353.0,,,
42686.751,39230,52000,273.0,7.1,1826.747,1170506.143,826583.555,GW,,,426.86751,1948.0,1353.0,,,
42698.987,39240,52000,273.0,7.1,1822.471,1170494.866,826585.62,GW,,,426.98987,1948.0,1353.0,,,
42700.452,39250,52000,273.0,7.1,1821.939,1170493.522,826585.86,GW,,,427.00451999999996,1948.0,1353.0,,,
42711.491,39260,52000,273.0,7.1,1818.156,1170483.271,826587.395,GW,,,427.11491,1948.0,1352.0,,,
42723.75,39270,52000,273.0,7.1,1816.897,1170471.285,826589.283,GW,,,427.2375,1948.0,1352.0,,,
42734.114,39280,52000,273.0,7.1,1817.819,1170461.172,826591.256,GW,,,427.34114,1948.0,1351.0,,,
42745.826,39290,52000,273.0,7.1,1820.281,1170449.99,826593.602,GW,,,427.45826,1948.0,1351.0,,,
42757.626,39300,52000,273.0,7.1,1822.605,1170438.691,826595.997,GW,,,427.57626,1948.0,1351.0,,,
42769.864,39310,52000,273.0,7.1,1824.949,1170426.952,826598.448,GW,,,427.69864,1948.0,1350.0,,,
42782.112,39320,52000,273.0,7.1,1827.382,1170415.132,826600.401,GW,,,427.82112,1948.0,1350.0,,,
42794.357,39330,52000,273.0,7.1,1830.312,1170403.436,826602.419,GW,,,427.94357,1948.0,1350.0,,,
42806.619,39340,52000,273.0,7.1,1833.341,1170391.789,826604.655,GW,,,428.06619,1948.0,1349.0,,,
42818.873,39350,52000,273.0,7.1,1836.147,1170380.102,826606.936,GW,,,428.18873,1948.0,1347.0,,,
42831.129,39360,52000,273.0,7.1,1838.449,1170368.288,826609.145,GW,,,428.31129,1948.0,1343.0,,,
42843.402,39370,52000,273.0,7.1,1840.101,1170356.433,826611.662,GW,,,428.43402000000003,1948.0,1340.0,,,
42855.683,39380,52000,273.0,7.1,1839.488,1170344.816,826615.411,GW,,,428.55683,1948.0,1336.0,,,
42867.939,39390,52000,273.0,7.1,1837.001,1170333.357,826618.957,GW,,,428.67939,1948.0,1333.0,,,
42880.196,39400,52000,273.0,7.1,1835.102,1170321.826,826622.629,GW,,,428.80196,1948.0,1329.0,,,
42892.291,39410,52000,273.0,7.1,1832.369,1170310.714,826626.442,GW,,,428.92291,1948.0,1325.0,,,
42904.559,39420,52000,273.0,7.1,1829.819,1170299.603,826630.787,GW,,,429.04559,1948.0,1322.0,,,
42916.844,39430,52000,273.0,7.1,1830.739,1170288.402,826635.435,GW,,,429.16844,1948.0,1322.0,,,
42927.846,39440,52000,273.0,7.1,1833.623,1170278.303,826638.577,GW,,,429.27846,1948.0,1323.0,,,
42939.522,39450,52000,273.0,7.1,1836.178,1170267.21,826641.086,GW,,,429.39522,1948.0,1325.0,,,
42943.918,39460,52000,273.0,7.1,1837.165,1170263.041,826642.04,GW,,,429.43917999999996,1948.0,1326.0,,,
42956.103,39470,52000,273.0,7.1,1839.842,1170251.599,826640.219,GW,,,429.56103,1948.0,1327.0,,,
42959.167,39480,52000,273.0,7.1,1840.368,1170248.816,826639.061,GW,,,429.59167,1948.0,1328.0,,,
42971.418,39490,52000,273.0,7.1,1842.858,1170237.781,826634.415,GW,,,429.71418,1948.0,1329.0,,,
42982.729,39500,52000,273.0,7.1,1843.104,1170226.792,826632.576,GW,,,429.82729,1948.0,1331.0,,,
42994.972,39510,52000,273.0,7.1,1842.435,1170214.587,826632.077,GW,,,429.94972,1948.0,1333.0,,,
43007.148,39520,52000,273.0,7.1,1841.205,1170202.591,826630.686,GW,,,430.07148,1948.0,1334.0,,,
43015.802,39530,52000,273.0,7.1,1840.607,1170194.057,826629.802,GW,,,430.15802,1948.0,1335.0,,,
43026.58,39540,52000,273.0,7.1,1844.481,1170184.275,826630.016,GW,,,430.2658,1948.0,1336.0,,,
43029.239,39550,52000,273.0,7.1,1845.952,1170182.083,826630.272,GW,,,430.29239,1948.0,1336.0,,,
43038.302,39560,52000,273.0,7.1,1850.849,1170174.527,826631.106,GW,,,430.38302000000004,1948.0,1336.0,,,
43050.287,39570,52000,273.0,7.1,1857.138,1170164.419,826632.23,GW,,,430.50287,1948.0,1339.0,,,
43062.526,39580,52000,273.0,7.1,1863.92,1170154.33,826633.344,GW,,,430.62525999999997,1948.0,1342.0,,,
43067.985,39590,52000,273.0,7.1,1866.492,1170149.63,826634.173,GW,,,430.67985,1948.0,1343.0,,,
43073.6,39600,52000,273.0,7.1,1868.175,1170144.718,826636.199,GW,,,430.736,1948.0,1344.0,,,
43085.281,39610,52000,273.0,7.1,1869.5,1170135.417,826642.901,GW,,,430.85281000000003,1948.0,1347.0,,,
43097.292,39620,52000,273.0,7.1,1868.124,1170127.418,826651.719,GW,,,430.97292,1948.0,1349.0,,,
43109.549,39630,52000,273.0,7.1,1866.278,1170119.752,826661.096,GW,,,431.09549,1948.0,1352.0,,,
43121.814,39640,52000,273.0,7.1,1864.369,1170112.09,826670.472,GW,,,431.21814,1948.0,1355.0,,,
43133.999,39650,52000,273.0,7.1,1861.929,1170104.607,826679.769,GW,,,431.33999000000006,1948.0,1357.0,,,
43146.228,39660,52000,273.0,7.1,1859.426,1170097.152,826689.125,GW,,,431.46228,1948.0,1360.0,,,
43158.472,39670,52000,273.0,7.1,1858.043,1170089.595,826698.641,GW,,,431.58472,1948.0,1362.0,,,
43170.739,39680,52000,273.0,7.1,1857.099,1170081.047,826707.305,GW,,,431.70739000000003,1948.0,1365.0,,,
43182.977,39690,52000,273.0,7.1,1855.47,1170070.199,826712.534,GW,,,431.82977,1948.0,1368.0,,,
43195.224,39700,52000,273.0,7.1,1854.787,1170058.53,826716.132,GW,,,431.95224,1948.0,1370.0,,,
43207.224,39710,52000,273.0,7.1,1855.403,1170047.01,826719.366,GW,,,432.07224,1948.0,1373.0,,,
43214.848,39720,52000,273.0,7.1,1856.159,1170039.691,826721.324,GW,,,432.14848,1948.0,1375.0,,,
43227.085,39730,52000,273.0,7.1,1856.999,1170027.914,826724.464,GW,,,432.27085,1948.0,1377.0,,,
43238.698,39740,52000,273.0,7.1,1856.199,1170017.086,826728.455,GW,,,432.38698,1948.0,1378.0,,,
43250.94,39750,52000,273.0,7.1,1854.513,1170005.987,826733.318,GW,,,432.5094,1948.0,1373.0,,,
43263.199,39760,52000,273.0,7.1,1852.581,1169995.073,826738.53,GW,,,432.63199000000003,1948.0,1369.0,,,
43275.458,39770,52000,273.0,7.1,1850.549,1169984.37,826744.138,GW,,,432.75458,1948.0,1365.0,,,
43287.14,39780,52000,273.0,7.1,1848.897,1169974.813,826750.61,GW,,,432.8714,1948.0,1361.0,,,
43299.404,39790,52000,273.0,7.1,1847.343,1169965.29,826758.164,GW,,,432.99404000000004,1948.0,1356.0,,,
