"Distancía absoluta [m]
01/01/2020",Número de soldadura,SMYS [psi],Diámetro [mm],Espesor [mm],Elevación [m],Latitud[º] / Este,Longitud [º]/ Norte,Feature typev (don't incude blank),Inclinación - Pitch [grados] - desde Extraer GW - Interpolar,Azimuth - [Grados] - desde Extraer GW - Interpolar,Distancia de Registro [km],Presión de diseño [psi],Presió Interpolada [psi] (desde colmna K),PK [km],Perfil de presión operativa [psi],Distancia de registro perfil operativo [m]
84982.453,77330,52000,273.0,8.2,767.914,1136839.973,828502.825,GW,,,849.82453,2250.0,2287.0,,,
84994.705,77340,52000,273.0,8.2,766.11,1136827.901,828502.296,GW,,,849.94705,2250.0,2289.0,,,
85006.94,77350,52000,273.0,8.2,765.125,1136815.756,828501.757,GW,,,850.0694,2250.0,2291.0,,,
85019.191,77360,52000,273.0,8.2,764.693,1136803.564,828501.292,GW,,,850.19191,2250.0,2293.0,,,
85030.647,77370,52000,273.0,8.2,765.615,1136792.211,828500.647,GW,,,850.30647,2250.0,2296.0,,,
85042.163,77380,52000,273.0,8.2,766.575,1136780.893,828499.048,GW,,,850.42163,2250.0,2298.0,,,
85054.435,77390,52000,273.0,8.2,766.68,1136768.916,828496.638,GW,,,850.54435,2250.0,2300.0,,,
85065.641,77400,52000,273.0,8.2,766.42,1136758.104,828493.84,GW,,,850.65641,2250.0,2302.0,,,
85071.754,77410,52000,273.0,8.2,766.436,1136752.204,828492.318,GW,,,850.71754,2250.0,2303.0,,,
85084.014,77420,52000,273.0,8.2,766.204,1136740.378,828489.251,GW,,,850.8401399999999,2250.0,2305.0,,,
85096.266,77430,52000,273.0,8.2,765.07,1136728.6,828486.219,GW,,,850.96266,2250.0,2305.0,,,
85108.509,77440,52000,273.0,8.2,764.067,1136716.805,828483.247,GW,,,851.08509,2250.0,2306.0,,,
85120.769,77450,52000,273.0,8.2,764.335,1136704.948,828480.33,GW,,,851.20769,2250.0,2307.0,,,
85133.038,77460,52000,273.0,8.2,764.656,1136693.082,828477.414,GW,,,851.33038,2250.0,2308.0,,,
85145.281,77470,52000,273.0,8.2,765.446,1136681.304,828474.405,GW,,,851.45281,2250.0,2309.0,,,
85157.551,77480,52000,273.0,8.2,766.653,1136669.548,828471.311,GW,,,851.5755100000001,2250.0,2310.0,,,
85169.827,77490,52000,273.0,8.2,766.107,1136657.706,828468.325,GW,,,851.6982700000001,2250.0,2311.0,,,
85181.346,77500,52000,273.0,8.2,764.688,1136646.638,828465.638,GW,,,851.8134600000001,2250.0,2312.0,,,
85192.85,77510,52000,273.0,8.2,765.045,1136635.506,828462.932,GW,,,851.9285000000001,2250.0,2313.0,,,
85201.888,77520,52000,273.0,8.2,765.237,1136626.721,828460.953,GW,,,852.0188800000001,2250.0,2313.0,,,
85214.148,77530,52000,273.0,8.2,765.104,1136614.62,828460.576,GW,,,852.14148,2250.0,2314.0,,,
85223.287,77540,52000,273.0,8.2,764.928,1136605.64,828462.108,GW,,,852.2328699999999,2250.0,2315.0,,,
85234.521,77550,52000,273.0,8.2,764.41,1136594.646,828464.187,GW,,,852.34521,2250.0,2316.0,,,
85240.617,77560,52000,273.0,8.2,764.144,1136588.697,828465.401,GW,,,852.40617,2250.0,2316.0,,,
85252.878,77570,52000,273.0,8.2,763.652,1136576.761,828467.993,GW,,,852.52878,2250.0,2317.0,,,
85265.036,77580,52000,273.0,8.2,763.829,1136564.928,828470.579,GW,,,852.65036,2250.0,2318.0,,,
85277.295,77590,52000,273.0,8.2,764.181,1136552.998,828473.175,GW,,,852.77295,2250.0,2319.0,,,
85289.565,77600,52000,273.0,8.2,763.714,1136541.058,828475.793,GW,,,852.89565,2250.0,2320.0,,,
85301.294,77610,52000,273.0,8.2,763.08,1136529.633,828478.205,GW,,,853.01294,2250.0,2321.0,,,
85313.58,77620,52000,273.0,8.2,760.959,1136517.785,828480.448,GW,,,853.1358,2250.0,2322.0,,,
85325.806,77630,52000,273.0,8.2,760.075,1136505.829,828482.501,GW,,,853.25806,2250.0,2322.0,,,
85337.297,77640,52000,273.0,8.2,758.265,1136494.637,828483.971,GW,,,853.37297,2250.0,2323.0,,,
85349.49,77650,52000,273.0,8.2,754.477,1136483.141,828485.205,GW,,,853.4949,2250.0,2324.0,,,
85361.757,77660,52000,273.0,8.2,751.609,1136471.372,828486.469,GW,,,853.61757,2250.0,2325.0,,,
85374.006,77670,52000,273.0,8.2,752.519,1136459.301,828487.826,GW,,,853.74006,2250.0,2326.0,,,
85386.243,77680,52000,273.0,8.2,753.357,1136447.2,828488.633,GW,,,853.86243,2250.0,2327.0,,,
85398.45,77690,52000,273.0,8.2,752.527,1136435.06,828488.369,GW,,,853.9845,2250.0,2328.0,,,
85410.72,77700,52000,273.0,8.2,751.374,1136422.885,828488.043,GW,,,854.1072,2250.0,2329.0,,,
85422.972,77710,52000,273.0,8.2,748.853,1136410.942,828487.609,GW,,,854.2297199999999,2250.0,2330.0,,,
85435.202,77720,52000,273.0,8.2,745.123,1136399.336,828487.124,GW,,,854.35202,2250.0,2331.0,,,
85447.485,77730,52000,273.0,8.2,741.1,1136387.791,828486.702,GW,,,854.4748500000001,2250.0,2331.0,,,
85458.992,77740,52000,273.0,8.2,741.399,1136376.389,828486.503,GW,,,854.58992,2250.0,2332.0,,,
85470.552,77750,52000,273.0,8.2,741.288,1136364.976,828486.247,GW,,,854.70552,2250.0,2333.0,,,
85482.829,77760,52000,273.0,8.2,738.477,1136353.059,828485.852,GW,,,854.8282899999999,2250.0,2334.0,,,
85494.379,77770,52000,273.0,8.2,735.984,1136341.821,828485.496,GW,,,854.94379,2250.0,2335.0,,,
85503.423,77780,52000,273.0,8.2,734.938,1136332.869,828485.218,GW,,,855.03423,2250.0,2336.0,,,
85515.514,77790,52000,273.0,8.2,735.196,1136320.841,828484.899,GW,,,855.15514,2250.0,2337.0,,,
85524.568,77800,52000,273.0,8.2,735.583,1136311.828,828484.654,GW,,,855.24568,2250.0,2337.0,,,
85533.715,77810,52000,273.0,8.2,735.527,1136302.71,828484.404,GW,,,855.33715,2250.0,2338.0,,,
85542.761,77820,52000,273.0,8.2,734.826,1136293.725,828484.153,GW,,,855.42761,2250.0,2339.0,,,
85555.047,77830,52000,273.0,8.2,732.234,1136281.76,828483.805,GW,,,855.55047,2250.0,2339.0,,,
85567.258,77840,52000,273.0,8.2,728.666,1136270.106,828483.503,GW,,,855.67258,2250.0,2340.0,,,
85579.464,77850,52000,273.0,8.2,724.92,1136258.507,828483.237,GW,,,855.7946400000001,2250.0,2341.0,,,
85590.964,77860,52000,273.0,8.2,721.182,1136247.655,828482.953,GW,,,855.9096400000001,2250.0,2342.0,,,
85603.128,77870,52000,273.0,8.2,716.044,1136236.646,828482.651,GW,,,856.0312799999999,2250.0,2343.0,,,
85615.373,77880,52000,273.0,8.2,715.356,1136224.82,828482.349,GW,,,856.1537300000001,2250.0,2344.0,,,
85624.444,77890,52000,273.0,8.2,717.39,1136216.029,828482.013,GW,,,856.24444,2250.0,2345.0,,,
85636.696,77900,52000,273.0,8.2,717.164,1136203.931,828481.519,GW,,,856.36696,2250.0,2344.0,,,
85648.862,77910,52000,273.0,8.2,717.566,1136191.89,828480.978,GW,,,856.48862,2250.0,2345.0,,,
85658.857,77920,52000,273.0,8.2,719.223,1136182.083,828480.489,GW,,,856.58857,2250.0,2345.0,,,
85671.16,77930,52000,273.0,8.2,720.206,1136169.89,828479.833,GW,,,856.7116000000001,2250.0,2345.0,,,
85683.419,77940,52000,273.0,8.2,719.606,1136157.71,828479.182,GW,,,856.8341899999999,2250.0,2345.0,,,
85695.705,77950,52000,273.0,8.2,719.183,1136145.517,828478.61,GW,,,856.95705,2250.0,2345.0,,,
85707.94,77960,52000,273.0,8.2,720.202,1136133.38,828478.049,GW,,,857.0794000000001,2250.0,2346.0,,,
85720.199,77970,52000,273.0,8.2,721.329,1136121.225,828477.494,GW,,,857.2019899999999,2250.0,2346.0,,,
85732.443,77980,52000,273.0,8.2,722.59,1136109.106,828476.92,GW,,,857.32443,2250.0,2346.0,,,
85744.711,77990,52000,273.0,8.2,724.263,1136097.031,828476.201,GW,,,857.44711,2250.0,2346.0,,,
85756.236,78000,52000,273.0,8.2,723.556,1136085.669,828474.853,GW,,,857.56236,2250.0,2346.0,,,
85768.043,78010,52000,273.0,8.2,720.568,1136074.584,828472.297,GW,,,857.68043,2250.0,2347.0,,,
85779.556,78020,52000,273.0,8.2,717.404,1136063.878,828469.604,GW,,,857.79556,2250.0,2347.0,,,
85791.077,78030,52000,273.0,8.2,716.029,1136052.822,828466.814,GW,,,857.9107700000001,2250.0,2347.0,,,
85803.288,78040,52000,273.0,8.2,715.568,1136041.04,828463.781,GW,,,858.03288,2250.0,2347.0,,,
85815.528,78050,52000,273.0,8.2,716.061,1136029.243,828460.743,GW,,,858.1552800000001,2250.0,2347.0,,,
85827.814,78060,52000,273.0,8.2,716.478,1136017.418,828457.658,GW,,,858.27814,2250.0,2348.0,,,
85840.032,78070,52000,273.0,8.2,715.391,1136005.7,828454.505,GW,,,858.4003200000001,2250.0,2348.0,,,
85851.509,78080,52000,273.0,8.2,712.453,1135995.249,828450.981,GW,,,858.5150900000001,2250.0,2348.0,,,
85863.782,78090,52000,273.0,8.2,708.629,1135984.36,828446.908,GW,,,858.63782,2250.0,2348.0,,,
85875.299,78100,52000,273.0,8.2,706.985,1135973.675,828443.026,GW,,,858.75299,2250.0,2348.0,,,
85885.516,78110,52000,273.0,8.2,705.611,1135964.209,828439.511,GW,,,858.8551600000001,2250.0,2349.0,,,
85897.015,78120,52000,273.0,8.2,704.742,1135953.512,828435.528,GW,,,858.97015,2250.0,2349.0,,,
85909.265,78130,52000,273.0,8.2,705.031,1135942.077,828431.248,GW,,,859.09265,2250.0,2349.0,,,
85921.509,78140,52000,273.0,8.2,704.321,1135930.726,828426.828,GW,,,859.21509,2250.0,2349.0,,,
85933.291,78150,52000,273.0,8.2,703.065,1135919.84,828422.582,GW,,,859.33291,2250.0,2349.0,,,
85944.388,78160,52000,273.0,8.2,701.822,1135909.278,828419.585,GW,,,859.44388,2250.0,2349.0,,,
85955.743,78170,52000,273.0,8.2,699.991,1135898.246,828418.791,GW,,,859.5574300000001,2250.0,2350.0,,,
85966.572,78180,52000,273.0,8.2,697.646,1135887.962,828421.134,GW,,,859.66572,2250.0,2350.0,,,
85978.304,78190,52000,273.0,8.2,694.651,1135877.022,828424.051,GW,,,859.78304,2250.0,2350.0,,,
85989.804,78200,52000,273.0,8.2,691.559,1135866.38,828427.05,GW,,,859.89804,2250.0,2350.0,,,
86002.012,78210,52000,273.0,8.2,688.36,1135855.102,828430.379,GW,,,860.02012,2250.0,2350.0,,,
86014.226,78220,52000,273.0,8.2,686.241,1135843.849,828434.498,GW,,,860.14226,2250.0,2351.0,,,
86025.721,78230,52000,273.0,8.2,685.617,1135833.384,828439.093,GW,,,860.2572100000001,2250.0,2351.0,,,
86037.947,78240,52000,273.0,8.2,685.48,1135822.461,828444.462,GW,,,860.37947,2250.0,2351.0,,,
86050.206,78250,52000,273.0,8.2,684.334,1135811.878,828450.484,GW,,,860.50206,2250.0,2351.0,,,
86062.459,78260,52000,273.0,8.2,683.047,1135801.308,828456.48,GW,,,860.62459,2250.0,2351.0,,,
86074.584,78270,52000,273.0,8.2,681.404,1135790.851,828462.333,GW,,,860.74584,2250.0,2352.0,,,
86086.79,78280,52000,273.0,8.2,678.955,1135780.443,828468.162,GW,,,860.8679,2250.0,2352.0,,,
86098.976,78290,52000,273.0,8.2,677.672,1135769.843,828473.969,GW,,,860.9897599999999,2250.0,2352.0,,,
86111.234,78300,52000,273.0,8.2,676.968,1135759.127,828479.804,GW,,,861.11234,2250.0,2352.0,,,
86122.936,78310,52000,273.0,8.2,676.538,1135748.951,828485.496,GW,,,861.22936,2250.0,2352.0,,,
86135.199,78320,52000,273.0,8.2,676.248,1135738.278,828491.449,GW,,,861.3519899999999,2250.0,2353.0,,,
86147.467,78330,52000,273.0,8.2,675.475,1135727.618,828497.401,GW,,,861.4746700000001,2250.0,2353.0,,,
86159.71,78340,52000,273.0,8.2,675.483,1135716.957,828503.334,GW,,,861.5971000000001,2250.0,2353.0,,,
86171.937,78350,52000,273.0,8.2,675.008,1135705.687,828507.787,GW,,,861.71937,2250.0,2353.0,,,
86174.954,78360,52000,273.0,8.2,674.751,1135702.777,828508.506,GW,,,861.74954,2250.0,2353.0,,,
86187.154,78370,52000,273.0,8.2,673.212,1135691.062,828511.426,GW,,,861.87154,2250.0,2353.0,,,
86199.431,78380,52000,273.0,8.2,672.932,1135679.217,828514.418,GW,,,861.9943099999999,2250.0,2354.0,,,
86211.385,78390,52000,273.0,8.2,672.487,1135667.726,828517.502,GW,,,862.11385,2250.0,2354.0,,,
86223.627,78400,52000,273.0,8.2,671.373,1135655.999,828520.59,GW,,,862.2362699999999,2250.0,2354.0,,,
86235.067,78410,52000,273.0,8.2,671.734,1135644.935,828523.328,GW,,,862.3506699999999,2250.0,2354.0,,,
86247.284,78420,52000,273.0,8.2,671.362,1135632.862,828523.285,GW,,,862.47284,2250.0,2354.0,,,
86259.553,78430,52000,273.0,8.2,671.029,1135620.73,828521.737,GW,,,862.59553,2250.0,2355.0,,,
86271.237,78440,52000,273.0,8.2,670.861,1135609.181,828520.213,GW,,,862.71237,2250.0,2355.0,,,
86283.483,78450,52000,273.0,8.2,670.538,1135597.079,828518.619,GW,,,862.8348299999999,2250.0,2355.0,,,
86295.427,78460,52000,273.0,8.2,670.538,1135585.268,828517.095,GW,,,862.95427,2250.0,2355.0,,,
86307.52,78470,52000,273.0,8.2,670.737,1135573.302,828515.632,GW,,,863.0752,2250.0,2355.0,,,
86319.794,78480,52000,273.0,8.2,670.586,1135561.133,828514.355,GW,,,863.1979399999999,2250.0,2356.0,,,
86332.086,78490,52000,273.0,8.2,669.629,1135548.945,828513.586,GW,,,863.3208599999999,2250.0,2356.0,,,
86344.339,78500,52000,273.0,8.2,668.05,1135536.834,828513.075,GW,,,863.44339,2250.0,2356.0,,,
86356.531,78510,52000,273.0,8.2,667.574,1135524.709,828512.482,GW,,,863.5653100000001,2250.0,2356.0,,,
86368.792,78520,52000,273.0,8.2,667.437,1135512.502,828511.809,GW,,,863.68792,2250.0,2356.0,,,
86380.966,78530,52000,273.0,8.2,666.3,1135500.435,828511.693,GW,,,863.80966,2250.0,2357.0,,,
86393.149,78540,52000,273.0,8.2,663.588,1135488.601,828512.051,GW,,,863.93149,2250.0,2357.0,,,
86405.093,78550,52000,273.0,8.2,662.526,1135476.947,828512.308,GW,,,864.0509299999999,2250.0,2357.0,,,
86417.344,78560,52000,273.0,8.2,665.328,1135465.071,828512.587,GW,,,864.17344,2250.0,2357.0,,,
86429.151,78570,52000,273.0,8.2,667.03,1135453.478,828512.679,GW,,,864.29151,2250.0,2357.0,,,
86440.667,78580,52000,273.0,8.2,666.967,1135441.995,828512.815,GW,,,864.40667,2250.0,2358.0,,,
86452.4,78590,52000,273.0,8.2,666.65,1135430.306,828513.179,GW,,,864.5239999999999,2250.0,2358.0,,,
86464.231,78600,52000,273.0,8.2,666.322,1135418.524,828513.616,GW,,,864.64231,2250.0,2358.0,,,
86476.294,78610,52000,273.0,8.2,666.366,1135406.5,828513.974,GW,,,864.76294,2250.0,2358.0,,,
86488.503,78620,52000,273.0,8.2,666.591,1135394.334,828514.246,GW,,,864.8850299999999,2250.0,2358.0,,,
86500.757,78630,52000,273.0,8.2,666.657,1135382.119,828514.551,GW,,,865.00757,2250.0,2359.0,,,
86512.533,78640,52000,273.0,8.2,666.724,1135370.381,828514.818,GW,,,865.12533,2250.0,2359.0,,,
86524.805,78650,52000,273.0,8.2,666.737,1135358.15,828515.113,GW,,,865.2480499999999,2250.0,2359.0,,,
86537.014,78660,52000,273.0,8.2,666.727,1135345.98,828515.424,GW,,,865.37014,2250.0,2358.0,,,
86548.376,78670,52000,273.0,8.2,666.24,1135334.665,828515.732,GW,,,865.4837600000001,2250.0,2358.0,,,
86560.183,78680,52000,273.0,8.2,665.794,1135322.906,828516.126,GW,,,865.6018300000001,2250.0,2357.0,,,
86571.964,78690,52000,273.0,8.2,665.158,1135311.179,828516.483,GW,,,865.71964,2250.0,2357.0,,,
86583.481,78700,52000,273.0,8.2,664.933,1135299.7,828516.69,GW,,,865.83481,2250.0,2356.0,,,
86595.305,78710,52000,273.0,8.2,664.685,1135287.92,828516.772,GW,,,865.95305,2250.0,2356.0,,,
86604.547,78720,52000,273.0,8.2,662.648,1135278.982,828517.042,GW,,,866.04547,2250.0,2355.0,,,
86616.823,78730,52000,273.0,8.2,660.704,1135266.968,828517.628,GW,,,866.16823,2250.0,2355.0,,,
86629.103,78740,52000,273.0,8.2,661.545,1135254.818,828518.019,GW,,,866.29103,2250.0,2354.0,,,
86641.336,78750,52000,273.0,8.2,664.68,1135243.054,828518.254,GW,,,866.41336,2250.0,2354.0,,,
86645.34,78760,52000,273.0,8.2,665.786,1135239.221,828518.315,GW,,,866.4534,2250.0,2354.0,,,
86657.384,78770,52000,273.0,8.2,667.825,1135227.431,828518.448,GW,,,866.57384,2250.0,2353.0,,,
86666.352,78780,52000,273.0,8.2,667.548,1135218.575,828519.426,GW,,,866.66352,2250.0,2353.0,,,
86678.603,78790,52000,273.0,8.2,667.258,1135206.842,828522.749,GW,,,866.78603,2250.0,2352.0,,,
86690.115,78800,52000,273.0,8.2,666.993,1135195.906,828526.224,GW,,,866.90115,2250.0,2352.0,,,
86702.333,78810,52000,273.0,8.2,667.46,1135184.313,828529.923,GW,,,867.02333,2250.0,2351.0,,,
86714.593,78820,52000,273.0,8.2,668.073,1135172.673,828533.573,GW,,,867.1459299999999,2250.0,2351.0,,,
86726.858,78830,52000,273.0,8.2,667.623,1135161.034,828537.296,GW,,,867.2685799999999,2250.0,2350.0,,,
86738.638,78840,52000,273.0,8.2,667.925,1135149.853,828540.815,GW,,,867.38638,2250.0,2350.0,,,
86746.847,78850,52000,273.0,8.2,668.801,1135142.09,828543.244,GW,,,867.4684699999999,2250.0,2350.0,,,
86759.09,78860,52000,273.0,8.2,670.443,1135130.564,828546.893,GW,,,867.5908999999999,2250.0,2349.0,,,
86771.291,78870,52000,273.0,8.2,671.601,1135119.032,828550.558,GW,,,867.71291,2250.0,2349.0,,,
86783.003,78880,52000,273.0,8.2,672.35,1135107.941,828554.122,GW,,,867.83003,2250.0,2348.0,,,
86795.263,78890,52000,273.0,8.2,673.276,1135096.307,828557.749,GW,,,867.9526300000001,2250.0,2348.0,,,
86807.523,78900,52000,273.0,8.2,674.034,1135084.659,828561.369,GW,,,868.07523,2250.0,2347.0,,,
86819.79,78910,52000,273.0,8.2,674.031,1135073.005,828565.04,GW,,,868.1978999999999,2250.0,2347.0,,,
86831.538,78920,52000,273.0,8.2,673.46,1135061.869,828568.618,GW,,,868.31538,2250.0,2346.0,,,
86843.782,78930,52000,273.0,8.2,671.962,1135050.333,828572.343,GW,,,868.4378200000001,2250.0,2346.0,,,
86855.846,78940,52000,273.0,8.2,670.813,1135038.917,828575.96,GW,,,868.5584600000001,2250.0,2345.0,,,
86866.689,78950,52000,273.0,8.2,669.822,1135028.634,828579.159,GW,,,868.66689,2250.0,2345.0,,,
86878.709,78960,52000,273.0,8.2,668.393,1135017.291,828582.779,GW,,,868.78709,2250.0,2344.0,,,
86890.96,78970,52000,273.0,8.2,667.076,1135005.681,828586.358,GW,,,868.9096000000001,2250.0,2345.0,,,
86903.221,78980,52000,273.0,8.2,666.035,1134994.044,828589.969,GW,,,869.0322100000001,2250.0,2347.0,,,
86914.778,78990,52000,273.0,8.2,665.067,1134983.082,828593.405,GW,,,869.14778,2250.0,2349.0,,,
86926.921,79000,52000,273.0,8.2,663.852,1134971.562,828596.943,GW,,,869.26921,2250.0,2351.0,,,
86938.432,79010,52000,273.0,8.2,662.551,1134960.664,828600.321,GW,,,869.38432,2250.0,2353.0,,,
86950.647,79020,52000,273.0,8.2,661.784,1134949.09,828604.034,GW,,,869.5064699999999,2250.0,2355.0,,,
86961.124,79030,52000,273.0,8.2,661.237,1134939.163,828607.248,GW,,,869.61124,2250.0,2357.0,,,
86972.44,79040,52000,273.0,8.2,660.388,1134928.457,828610.718,GW,,,869.7244000000001,2250.0,2359.0,,,
86983.975,79050,52000,273.0,8.2,659.352,1134917.558,828614.251,GW,,,869.8397500000001,2250.0,2360.0,,,
86996.216,79060,52000,273.0,8.2,658.27,1134905.99,828617.997,GW,,,869.96216,2250.0,2362.0,,,
87008.433,79070,52000,273.0,8.2,657.67,1134894.425,828621.784,GW,,,870.08433,2250.0,2363.0,,,
87019.922,79080,52000,273.0,8.2,657.158,1134883.539,828625.322,GW,,,870.1992200000001,2250.0,2362.0,,,
87031.693,79090,52000,273.0,8.2,657.023,1134872.39,828628.988,GW,,,870.31693,2250.0,2361.0,,,
87043.878,79100,52000,273.0,8.2,657.038,1134860.827,828632.713,GW,,,870.43878,2250.0,2359.0,,,
87055.485,79110,52000,273.0,8.2,657.18,1134849.765,828636.111,GW,,,870.55485,2250.0,2358.0,,,
87067.64,79120,52000,273.0,8.2,657.751,1134838.184,828639.627,GW,,,870.6764,2250.0,2356.0,,,
87078.36,79130,52000,273.0,8.2,658.598,1134827.984,828642.696,GW,,,870.7836,2250.0,2355.0,,,
87089.875,79140,52000,273.0,8.2,659.125,1134816.995,828645.969,GW,,,870.89875,2250.0,2354.0,,,
87101.391,79150,52000,273.0,8.2,659.623,1134806.036,828649.339,GW,,,871.01391,2250.0,2352.0,,,
87113.66,79160,52000,273.0,8.2,659.975,1134794.364,828652.981,GW,,,871.1366,2250.0,2351.0,,,
87125.492,79170,52000,273.0,8.2,659.892,1134783.11,828656.509,GW,,,871.25492,2250.0,2349.0,,,
87137.707,79180,52000,273.0,8.2,659.169,1134771.504,828660.142,GW,,,871.37707,2250.0,2348.0,,,
87149.91,79190,52000,273.0,8.2,658.188,1134759.965,828663.891,GW,,,871.4991,2250.0,2346.0,,,
87161.668,79200,52000,273.0,8.2,656.868,1134748.885,828667.505,GW,,,871.6166800000001,2250.0,2344.0,,,
87173.426,79210,52000,273.0,8.2,656.57,1134737.762,828671.108,GW,,,871.7342600000001,2250.0,2343.0,,,
87185.177,79220,52000,273.0,8.2,657.799,1134726.639,828674.565,GW,,,871.85177,2250.0,2342.0,,,
87197.101,79230,52000,273.0,8.2,657.634,1134715.228,828677.744,GW,,,871.97101,2250.0,2340.0,,,
87208.698,79240,52000,273.0,8.2,656.181,1134703.95,828679.845,GW,,,872.08698,2250.0,2339.0,,,
87220.903,79250,52000,273.0,8.2,654.693,1134691.999,828681.651,GW,,,872.2090300000001,2250.0,2337.0,,,
87233.146,79260,52000,273.0,8.2,653.42,1134679.997,828683.466,GW,,,872.3314599999999,2250.0,2335.0,,,
87245.405,79270,52000,273.0,8.2,653.428,1134667.945,828685.474,GW,,,872.4540499999999,2250.0,2335.0,,,
87257.242,79280,52000,273.0,8.2,653.519,1134656.3,828687.39,GW,,,872.57242,2250.0,2336.0,,,
87269.52,79290,52000,273.0,8.2,653.23,1134644.208,828689.281,GW,,,872.6952,2250.0,2336.0,,,
87281.455,79300,52000,273.0,8.2,652.896,1134632.44,828691.036,GW,,,872.81455,2250.0,2337.0,,,
87293.698,79310,52000,273.0,8.2,652.639,1134620.361,828692.778,GW,,,872.9369800000001,2250.0,2338.0,,,
87305.944,79320,52000,273.0,8.2,652.414,1134608.272,828694.476,GW,,,873.05944,2250.0,2338.0,,,
87318.201,79330,52000,273.0,8.2,653.12,1134596.201,828696.214,GW,,,873.18201,2250.0,2339.0,,,
87330.47,79340,52000,273.0,8.2,653.414,1134584.095,828697.93,GW,,,873.3047,2250.0,2340.0,,,
87342.234,79350,52000,273.0,8.2,653.888,1134572.49,828699.547,GW,,,873.42234,2250.0,2340.0,,,
87353.759,79360,52000,273.0,8.2,656.074,1134561.348,828701.076,GW,,,873.53759,2250.0,2341.0,,,
87366.007,79370,52000,273.0,8.2,660.014,1134549.907,828702.627,GW,,,873.66007,2250.0,2342.0,,,
87374.792,79380,52000,273.0,8.2,663.14,1134541.812,828703.743,GW,,,873.74792,2250.0,2342.0,,,
87386.63,79390,52000,273.0,8.2,667.212,1134530.857,828705.289,GW,,,873.8663,2250.0,2343.0,,,
87398.46,79400,52000,273.0,8.2,669.85,1134519.513,828706.762,GW,,,873.9846000000001,2250.0,2343.0,,,
87410.271,79410,52000,273.0,8.2,669.531,1134507.841,828707.901,GW,,,874.1027099999999,2250.0,2344.0,,,
87421.805,79420,52000,273.0,8.2,667.654,1134496.53,828708.828,GW,,,874.21805,2250.0,2344.0,,,
87433.322,79430,52000,273.0,8.2,665.893,1134485.216,828709.735,GW,,,874.33322,2250.0,2345.0,,,
87445.547,79440,52000,273.0,8.2,663.809,1134473.243,828710.681,GW,,,874.4554700000001,2250.0,2346.0,,,
87457.771,79450,52000,273.0,8.2,660.786,1134461.47,828711.615,GW,,,874.5777099999999,2250.0,2346.0,,,
87469.965,79460,52000,273.0,8.2,657.339,1134449.843,828712.582,GW,,,874.69965,2250.0,2347.0,,,
87482.174,79470,52000,273.0,8.2,653.606,1134438.286,828713.519,GW,,,874.82174,2250.0,2348.0,,,
87494.445,79480,52000,273.0,8.2,652.114,1134426.256,828714.569,GW,,,874.9444500000001,2250.0,2348.0,,,
87506.182,79490,52000,273.0,8.2,651.658,1134414.605,828715.562,GW,,,875.06182,2250.0,2349.0,,,
87517.672,79500,52000,273.0,8.2,651.126,1134403.195,828716.44,GW,,,875.17672,2250.0,2350.0,,,
87529.163,79510,52000,273.0,8.2,650.888,1134391.785,828717.44,GW,,,875.29163,2250.0,2350.0,,,
87541.363,79520,52000,273.0,8.2,650.893,1134379.666,828718.458,GW,,,875.41363,2250.0,2351.0,,,
87553.632,79530,52000,273.0,8.2,651.014,1134367.446,828718.871,GW,,,875.5363199999999,2250.0,2351.0,,,
87559.393,79540,52000,273.0,8.2,651.019,1134361.701,828718.854,GW,,,875.59393,2250.0,2352.0,,,
87571.577,79550,52000,273.0,8.2,650.581,1134349.564,828718.704,GW,,,875.71577,2250.0,2352.0,,,
87583.829,79560,52000,273.0,8.2,650.467,1134337.359,828718.448,GW,,,875.83829,2250.0,2353.0,,,
87596.106,79570,52000,273.0,8.2,651.743,1134325.229,828718.029,GW,,,875.96106,2250.0,2354.0,,,
87608.375,79580,52000,273.0,8.2,654.25,1134313.302,828718.42,GW,,,876.08375,2250.0,2354.0,,,
87620.617,79590,52000,273.0,8.2,656.55,1134301.763,828721.434,GW,,,876.2061699999999,2250.0,2355.0,,,
87632.809,79600,52000,273.0,8.2,659.39,1134291.085,828726.478,GW,,,876.32809,2250.0,2356.0,,,
87645.078,79610,52000,273.0,8.2,661.982,1134280.419,828731.87,GW,,,876.4507799999999,2250.0,2356.0,,,
87657.176,79620,52000,273.0,8.2,664.647,1134269.886,828737.099,GW,,,876.57176,2250.0,2357.0,,,
87668.694,79630,52000,273.0,8.2,667.187,1134259.886,828742.135,GW,,,876.68694,2250.0,2358.0,,,
87680.217,79640,52000,273.0,8.2,669.338,1134249.829,828747.247,GW,,,876.80217,2250.0,2358.0,,,
87692.477,79650,52000,273.0,8.2,670.466,1134239.105,828752.95,GW,,,876.92477,2250.0,2359.0,,,
87704.724,79660,52000,273.0,8.2,671.328,1134228.51,828758.946,GW,,,877.04724,2250.0,2360.0,,,
87716.98,79670,52000,273.0,8.2,672.809,1134217.922,828764.842,GW,,,877.1698,2250.0,2360.0,,,
87729.259,79680,52000,273.0,8.2,675.112,1134207.379,828770.603,GW,,,877.29259,2250.0,2361.0,,,
87741.536,79690,52000,273.0,8.2,675.908,1134196.579,828776.274,GW,,,877.41536,2250.0,2362.0,,,
